November,20,7:10:00,16:42:00,46°F,32°F,39°F,72°F (1991),14°F (1879)
November,21,7:11:00,16:41:00,46°F,31°F,39°F,72°F (1913),9°F (1880)
November,22,7:12:00,16:41:00,45°F,31°F,38°F,71°F (1999),7°F (1880)
November,23,7:13:00,16:40:00,45°F,31°F,38°F,74°F (1931),5°F (1971)
November,24,7:15:00,16:39:00,44°F,31°F,38°F,71°F (1931),6°F (1880)
November,25,7:16:00,16:39:00,44°F,30°F,37°F,67°F (1908),11°F (1938)
November,26,7:17:00,16:38:00,44°F,30°F,37°F,69°F (1896),10°F (1974)
November,27,7:18:00,16:38:00,43°F,30°F,36°F,71°F (1887),9°F (1936)
November,28,7:19:00,16:37:00,43°F,29°F,36°F,74°F (1990),11°F (1996)
November,29,7:20:00,16:37:00,42°F,29°F,36°F,69°F (2006),4°F (1875)
November,30,7:22:00,16:37:00,42°F,29°F,35°F,70°F (2006),1°F (1875)
December,1,7:23:00,16:36:00,42°F,28°F,35°F,64°F (1934),3°F (1887)
December,2,7:24:00,16:36:00,41°F,28°F,35°F,65°F (1982),2°F (1976)
December,3,7:25:00,16:36:00,41°F,28°F,34°F,72°F (1982),-3°F (1940)
December,4,7:26:00,16:35:00,40°F,27°F,34°F,70°F (2012),-3°F (1940)
December,5,7:27:00,16:35:00,40°F,27°F,33°F,68°F (1999),-4°F (1886)
December,6,7:28:00,16:35:00,40°F,27°F,33°F,68°F (2001),1°F (1886)
December,7,7:29:00,16:35:00,39°F,26°F,33°F,69°F (1998),4°F (1926)
December,8,7:30:00,16:35:00,39°F,26°F,32°F,68°F (1966),2°F (1906)
December,9,7:31:00,16:35:00,38°F,26°F,32°F,63°F (1966),2°F (2002)
December,10,7:32:00,16:35:00,38°F,25°F,32°F,67°F (1911),-1°F (1977)
December,11,7:32:00,16:35:00,38°F,25°F,31°F,61°F (1979),-6°F (1977)
December,12,7:33:00,16:35:00,37°F,25°F,31°F,62°F (1899),-8°F (1988)
December,13,7:34:00,16:35:00,37°F,24°F,31°F,62°F (1923),1°F (1976)
December,14,7:35:00,16:35:00,37°F,24°F,30°F,62°F (1901),-4°F (1989)
December,15,7:36:00,16:36:00,36°F,24°F,30°F,60°F (1975),-4°F (1943)
December,16,7:36:00,16:36:00,36°F,23°F,30°F,62°F (1894),-1°F (1942)
December,17,7:37:00,16:36:00,36°F,23°F,29°F,60°F (1984),-3°F (1919)
December,18,7:38:00,16:37:00,36°F,23°F,29°F,57°F (1921),-7°F (1919)
December,19,7:38:00,16:37:00,35°F,22°F,29°F,60°F (1957),-6°F (1875)
December,20,7:39:00,16:38:00,35°F,22°F,29°F,63°F (1957),-16°F (1942)
December,21,7:39:00,16:38:00,35°F,22°F,28°F,62°F (1895),-4°F (1879)
December,22,7:40:00,16:39:00,35°F,22°F,28°F,69°F (1949),-9°F (1872)
December,23,7:40:00,16:39:00,34°F,21°F,28°F,60°F (1957),-4°F (1883)
December,24,7:41:00,16:40:00,34°F,21°F,28°F,58°F (1982),-7°F (1960)
December,25,7:41:00,16:40:00,34°F,21°F,27°F,66°F (1982),-12°F (1980)
December,26,7:41:00,16:41:00,34°F,21°F,27°F,66°F (1982),-1°F (1914)
December,27,7:42:00,16:42:00,34°F,20°F,27°F,62°F (1936),-5°F (1925)
December,28,7:42:00,16:42:00,33°F,20°F,27°F,68°F (1982),-1°F (1933)
December,29,7:42:00,16:43:00,33°F,20°F,27°F,63°F (1984),-7°F (1933)
December,30,7:42:00,16:44:00,33°F,20°F,26°F,64°F (1884),-8°F (1917)
December,31,7:43:00,16:45:00,33°F,20°F,26°F,70°F (1875),-5°F (1963)
